Compound_Name,SMILES_PubChem,logKp(cm/h),logKp(cm/s),Ref,T_K,Anatomical_location,Diffusion_cell,Receptor_medium,can_SMILES
Griseofulvin,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,-2.89,-6.45,7,305.15,Human Abdominal Skin,Static,phosphate-buffered saline/isotonic saline/physiological buffer,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
Griseofulvin,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,-2.71,-6.27,7,305.15,Human Abdominal Skin,Static,phosphate-buffered saline/isotonic saline/physiological buffer,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
Griseofulvin,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,-2.88,-6.44,14,305.15,Human Abdominal Skin,Static,PBS/Saline,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
Haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,-3.47,-7.03,102,310.15,"Cadaver, Abdomen",Franz Cell,PBS,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
Hc Red No. 3,C1=CC(=C(C=C1N)[N+](=O)[O-])NCCO,0.33,-3.23,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,Nc1ccc(NCCO)c([N+](=O)[O-])c1
Hc Red No. 3,C1=CC(=C(C=C1N)[N+](=O)[O-])NCCO,-2.52,-6.08,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,Nc1ccc(NCCO)c([N+](=O)[O-])c1
Hc Red No. 3,C1=CC(=C(C=C1N)[N+](=O)[O-])NCCO,-2.32,-5.88,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,Nc1ccc(NCCO)c([N+](=O)[O-])c1
Heptanoic Acid,CCCCCCC(=O)O,-1.7,-5.26,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCCCC(=O)O
Hexachlorobutadiene,C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl,-0.92,-4.48,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
Hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl,-1.4,-4.96,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,ClC(Cl)(Cl)C(Cl)(Cl)Cl
Hexanoic Acid,CCCCCC(=O)O,-1.85,-5.41,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCCC(=O)O
Hexanoic Acid,CCCCCC(=O)O,-1.92,-5.48,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCCCC(=O)O
Hexyl Nicotinate,CCCCCCOC(=O)C1=CN=CC=C1,-1.27,-4.83,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCCCCOC(=O)c1cccnc1
Hexyl Nicotinate,CCCCCCOC(=O)C1=CN=CC=C1,-1.51,-5.07,107,,Human Skin,,,CCCCCCOC(=O)c1cccnc1
Histidine,N[C@@H](CC1=CN=CN1)C(=O)O,-4.35,-7.91,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,N[C@@H](Cc1cnc[nH]1)C(=O)O
Histidine,N[C@@H](CC1=CN=CN1)C(=O)O,-4.25,-7.81,109,305.15,Human Abdominal Skin,Static,PBS,N[C@@H](Cc1cnc[nH]1)C(=O)O
Hydrocodone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4,-2.7,-6.26,14,305.15,Human Abdominal Skin,Static,PBS/Saline,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
Hydrocodone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4,-2.89,-6.45,75,310.15,"Surgery, Abdomen",Static Franz Cell,PBS with sodium azide,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,-5.52,-9.08,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,-3.92,-7.48,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,-3.66,-7.22,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,-4.19,-7.75,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,-5.3,-8.86,71,,"Surgery, Abdomen",Modified Franz Cell,PBS containing 10 mM phosphate buffer 137 mM NaCl and 2.7 mM KCl at pH 7.4 with 0.005% of gentamicin sulfate as a preservative,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,-2.78,-6.33,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,-2.68,-6.24,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,-4.66,-8.21,71,,"Surgery, Abdomen",Modified Franz Cell,PBS containing 10 mM phosphate buffer 137 mM NaCl and 2.7 mM KCl at pH 7.4 with 0.005% of gentamicin sulfate as a preservative,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Hydrocortisone (Pbs),C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,-0.79,-4.35,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Hydrocortisone 21-(6-Hydroxyhexanoate),Not found in PubChem,-3.04,-6.6,99,310.15,Abdominoplasty Or Cadaver,Flow Through Cell,Succinate solution,
"Hydrocortisone 21-(N,N-Dimethylsuccinamate)",Not found in PubChem,-4.17,-7.73,99,310.15,Abdominoplasty Or Cadaver,Flow Through Cell,Succinate solution,
Hydrocortisone 21-Hemipimelate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCCCCC(=O)O)O)C)O,-2.74,-6.3,99,310.15,Abdominoplasty Or Cadaver,Flow Through Cell,Succinate solution,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCCCCC(=O)O
Hydrocortisone 21-Hemisuccinate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)O)O)C)O,-3.2,-6.76,99,310.15,Abdominoplasty Or Cadaver,Flow Through Cell,Succinate solution,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O
Hydrocortisone 21-Hexanoate,CCCCCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,-1.74,-5.3,99,310.15,Abdominoplasty Or Cadaver,Flow Through Cell,Succinate solution,CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydrocortisone 21-Methylpimelate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCCCCC(=O)OC)O)C)O,-2.26,-5.82,99,310.15,Abdominoplasty Or Cadaver,Flow Through Cell,Succinate solution,COC(=O)CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydrocortisone 21-Methylsuccinate,Not found in PubChem,-3.67,-7.23,99,310.15,Abdominoplasty Or Cadaver,Flow Through Cell,Succinate solution,
Hydrocortisone 21-Octanoate,CCCCCCCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,-1.2,-4.76,99,310.15,Abdominoplasty Or Cadaver,Flow Through Cell,Succinate solution,CCCCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydrocortisone 21-Pimelamate,Not found in PubChem,-3.05,-6.61,99,310.15,Abdominoplasty Or Cadaver,Flow Through Cell,Succinate solution,
Hydrocortisone 21-Propionate,CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,-2.48,-6.04,99,310.15,Abdominoplasty Or Cadaver,Flow Through Cell,Succinate solution,CCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydrocortisone 21-Succinamate,Not found in PubChem,-4.58,-8.14,99,310.15,Abdominoplasty Or Cadaver,Flow Through Cell,Succinate solution,
Hydrocortisone 6_Hydroxy Hexanoate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCCCCO)O)C)O,-3.04,-6.6,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCCCCO
Hydrocortisone Hemipimelate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCCCCC(=O)O)O)C)O,-2.74,-6.3,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCCCCC(=O)O
Hydrocortisone Hemisuccinate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)O)O)C)O,-3.2,-6.76,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O
Hydrocortisone Hexanoate,CCCCCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,-1.74,-5.3,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydrocortisone Hexanoate,CCCCCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,-2,-5.56,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydrocortisone Hydroxyhexanoate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCCCCO)O)C)O,-3.04,-6.6,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCCCCO
Hydrocortisone Methyl Pimelate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCCCCC(=O)OC)O)C)O,-2.26,-5.82,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,COC(=O)CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydrocortisone Methyl Pimelate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCCCCC(=O)OC)O)C)O,-2.27,-5.83,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,COC(=O)CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydrocortisone Methyl Succinate,Not found in PubChem,-3.67,-7.23,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
Hydrocortisone Methyl Succinate,Not found in PubChem,-3.68,-7.24,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,
"Hydrocortisone N,N-Dimethylsuccinate",Not found in PubChem,-4.17,-7.73,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
Hydrocortisone Octanoate,CCCCCCCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,-1.21,-4.77,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCCCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydrocortisone Octanoate,CCCCCCCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,-1.2,-4.76,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydrocortisone Pimelamate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCCCCC(=O)N)O)C)O,-3.05,-6.61,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCCCCC(N)=O
Hydrocortisone Propionate,CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,-2.47,-6.03,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydrocortisone Propionate,CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,-2.46,-6.02,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Hydrocortisone Succinamate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)N)O)C)O,-4.59,-8.15,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(N)=O
Hydrocortisone Succinamate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)N)O)C)O,-4.58,-8.14,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(N)=O
Hydromorphine,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,-4.82,-8.38,6,305.15,Human Cadaver Skin,Static,isotonic phosphate buffer,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5
Hydromorphone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4,-4.82,-8.38,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
Hydromorphone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4,-4.27,-7.83,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
Hydromorphone,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4,-4.45,-8,75,310.15,"Surgery, Abdomen",Static Franz Cell,PBS with sodium azide,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
Hydroquinone,C1=CC(=CC=C1O)O,-2.75,-6.31,14,305.15,Human Abdominal Skin,Static,PBS/Saline,Oc1ccc(O)cc1
Hydroquinone,C1=CC(=CC=C1O)O,-2.95,-6.51,107,,Human Skin,,,Oc1ccc(O)cc1
Hydroxypregnenolone,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)O,-2.74,-6.3,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
Hydroxypregnenolone,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)O,-3.22,-6.78,107,,Human Skin,,,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
Hydroxyprogesterone,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)O,-3.22,-6.78,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,-1.02,-4.58,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CC(C)Cc1ccc(C(C)C(=O)O)cc1
Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,-1.84,-5.4,107,,Human Skin,,,CC(C)Cc1ccc(C(C)C(=O)O)cc1
Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,-2.69,-6.24,92,305.15,Surgery,Static Franz Cell,PBS,CC(C)Cc1ccc(C(C)C(=O)O)cc1
Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,-2.66,-6.22,98,305.15,"Surgery, Abdomen",Static Franz Cell,PBS with BSA,CC(C)Cc1ccc(C(C)C(=O)O)cc1
Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,-2.16,-5.72,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CC(C)Cc1ccc(C(C)C(=O)O)cc1
Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,-2.25,-5.81,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CC(C)Cc1ccc(C(C)C(=O)O)cc1
Ibuprofen Glucoside,Not found in PubChem,-3.38,-6.94,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
Ibuprofen Mannoside,Not found in PubChem,-2.99,-6.55,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
Indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,-3.67,-7.23,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
Indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,-1.83,-5.39,14,305.15,Human Abdominal Skin,Static,PBS/Saline,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
Indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,-3.1,-6.66,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
Iso-Thymol,CC1=C(C=C(C=C1)C(C)C)O,-1.28,-4.84,14,305.15,Human Abdominal Skin,Static,PBS/Saline,Cc1ccc(C(C)C)cc1O
Isoamyl Alcohol,CC(C)CCO,-2,-5.56,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CC(C)CCO
Isobutanol,CC(C)CO,-2.65,-6.21,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CC(C)CO
Isobutyl Alcohol,CC(C)CO,-2.65,-6.21,50,305.15,Human Abdominal Skin,Static,PBS,CC(C)CO
Isoeugenol,C/C=C/C1=CC(=C(C=C1)O)OC,1.59,-1.97,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,C/C=C/c1ccc(O)c(OC)c1
Isoeugenol,C/C=C/C1=CC(=C(C=C1)O)OC,-1.71,-5.27,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,C/C=C/c1ccc(O)c(OC)c1
Isoeugenol,C/C=C/C1=CC(=C(C=C1)O)OC,-1.41,-4.97,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,C/C=C/c1ccc(O)c(OC)c1
Isonicotinic Acid,C1=CN=CC=C1C(=O)O,-4.61,-8.17,53,310.15,"Abdominoplasty Or Mammaplasty, Abdomen, Breast",Franz Cell,PBS,O=C(O)c1ccncc1
Isoprenaline,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,-4.54,-8.1,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CC(C)NCC(O)c1ccc(O)c(O)c1
Isopropyl Alcohol,CC(C)O,-3.05,-6.61,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CC(C)O
Isopropylamine,CC(C)N,-2.9,-6.46,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CC(C)N
Isoquinoline,C1=CC=C2C=CN=CC2=C1,-1.78,-5.34,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,c1ccc2cnccc2c1
Isoquinoline,C1=CC=C2C=CN=CC2=C1,-1.77,-5.33,4,305.15,Human Skin/Abdomen/Breast,Static/Stirred/Flow,buffered saline/ MEM,c1ccc2cnccc2c1
Isoquinoline,C1=CC=C2C=CN=CC2=C1,-1.55,-5.11,14,305.15,Human Abdominal Skin,Static,PBS/Saline,c1ccc2cnccc2c1
Isosorbide 5-Mononitrate,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,-3.4,-6.96,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
